id,dateAdded,dateUpdated,name,brand,manufacturer,categories,primaryCategories,reviews.date,reviews.didPurchase,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.title,reviews.text,reviews.username,sentiment,productPrice
syn2-0015956,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2024-01-31,true,false,5,3,Fine for casual use,"Setup was straightforward, nothing stood out either way. After some everyday use, the product feels functional but not exceptional. It is a reasonable middle-of-the-road choice.",devgupta887,neutral,118.35
syn2-0015957,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2024-04-29,true,false,4,3,Mixed results,"Setup was straightforward, nothing stood out either way. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",karandas672,neutral,46.08
syn2-0015958,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-07-09,true,true,0,4,Great purchase,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",ishasharma490,positive,24.06
syn2-0015959,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-11-17,true,false,6,1,Would not recommend,"After a few weeks the performance started to drop off. The mouse features feel limited compared to similar products. Overall, I would not buy this again.",diyasharma840,negative,50.4
syn2-0015960,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2023-03-24,false,true,1,5,Solid product,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",rahulgupta540,positive,34.58
syn2-0015961,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-06-29,true,true,4,3,It is okay,"It performs as expected for the price point. The monitor features are fine, nothing special either way. I would suggest comparing a few options first.",tanyagupta682,neutral,168.1
syn2-0015962,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-05-12,true,false,0,3,Mixed results,"The product arrived in good condition. The smart home features are fine, nothing special either way. I mainly use it during the week.",sanjayiyer173,neutral,69.02
syn2-0015963,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2022-10-21,true,true,2,5,Happy with it,"The device handles normal use without lag. The streaming features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",rahulverma538,positive,37.28
syn2-0015964,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-02-10,true,false,5,1,Underwhelming,Setup took longer than expected and support was slow to respond. The headphones features feel limited compared to similar products. It fell short of what was advertised.,tanyaverma266,negative,173.17
syn2-0015965,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2023-04-18,true,false,4,1,Frustrating to use,Setup took longer than expected and support was slow to respond. The smart speaker features feel limited compared to similar products. I ran into the same issue more than once.,nehapillai776,negative,83.02
syn2-0015966,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-03-27,true,true,3,5,Great purchase,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",saragupta644,positive,38.49
syn2-0015967,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-07-23,false,false,4,2,Would not recommend,"After a few weeks the performance started to drop off. For the price, I expected more reliability. I ran into the same issue more than once.",arjunverma303,negative,52.5
syn2-0015968,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-07-15,true,true,4,4,Works very well,"Setup was quick and the build quality feels solid. The e-reader features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",arjunjain679,positive,139.73
syn2-0015969,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-09-10,false,true,0,3,Decent but basic,"The product arrived in good condition. The mouse features are fine, nothing special either way. I tested it on multiple days before writing this.",kabirverma539,neutral,22.25
syn2-0015970,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-01-21,true,false,3,1,Too many issues,"After a few weeks the performance started to drop off. For the price, I expected more reliability. I would look at other options first.",karankapoor980,negative,117.39
syn2-0015971,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-08-14,false,false,8,2,Frustrating to use,The product arrived with a minor defect. The monitor features feel limited compared to similar products. I ran into the same issue more than once.,poojapillai363,negative,128.6
syn2-0015972,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2022-12-12,true,false,2,2,Disappointed,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I ran into the same issue more than once.",ananyaverma703,negative,37.38
syn2-0015973,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-05-26,true,true,1,3,Decent but basic,"The product arrived in good condition. The tablet features are fine, nothing special either way. It is a reasonable middle-of-the-road choice.",ishamenon360,neutral,225.04
syn2-0015974,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-05-29,false,true,1,4,Solid product,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",ishasharma719,positive,170.96
syn2-0015975,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-09-22,true,true,0,5,Very impressed,"The product arrived in good condition and works as described. For the price, the overall value is excellent. The difference is noticeable in everyday use.",kabiriyer939,positive,48.62
syn2-0015976,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-06-29,true,true,3,3,Fine for casual use,"It performs as expected for the price point. The e-reader features are fine, nothing special either way. I tested it on multiple days before writing this.",priyaiyer212,neutral,112.57
syn2-0015977,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-06-27,true,false,5,1,Poor experience,Setup took longer than expected and support was slow to respond. The streaming features feel limited compared to similar products. I ran into the same issue more than once.,diyadas998,negative,74.09
syn2-0015978,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-07-15,false,false,6,1,Poor experience,After a few weeks the performance started to drop off. The e-reader features feel limited compared to similar products. I ran into the same issue more than once.,poojasharma842,negative,135.41
syn2-0015979,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2022-10-26,true,true,2,5,Great purchase,"The product arrived in good condition and works as described. The smart home features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",priyajain168,positive,72.34
syn2-0015980,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-08-23,true,true,0,3,Does the job,"It performs as expected for the price point. The tablet features are fine, nothing special either way. I mainly use it during the week.",poojagupta335,neutral,137.57
syn2-0015981,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2022-11-26,false,true,2,5,Works very well,"The device handles normal use without lag. The smart home features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",arjunkapoor561,positive,31.5
syn2-0015982,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-09-19,false,true,4,4,Works very well,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. It exceeded my expectations.",karaniyer385,positive,38.77
syn2-0015983,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-07-30,true,true,5,5,Highly recommended,"The product arrived in good condition and works as described. The keyboard features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",meeramenon362,positive,52.7
syn2-0015984,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-06-20,false,true,2,5,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",rohankapoor473,positive,148.32
syn2-0015985,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-09-28,true,true,9,4,Happy with it,"Setup was quick and the build quality feels solid. The keyboard features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",tanyamenon526,positive,34.69
syn2-0015986,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-01-13,true,true,0,5,Solid product,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",aaravsharma116,positive,75.45
syn2-0015987,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-06-24,true,true,3,5,Works very well,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",vikramnair382,positive,135.38
syn2-0015988,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-08-19,true,false,6,3,Does the job,"It performs as expected for the price point. The e-reader features are fine, nothing special either way. I would suggest comparing a few options first.",meerasharma467,neutral,127.64
